right_knee,right_hip,left_hip,left_knee,right_elbow,right_trunk,left_trunk,right_shoulder
141.67860473879514,87.18675836323233,89.7366919581616,179.23200430415423,79.77182641225235,176.4327465129181,176.38363268672944,116.93836904508382
160.25674699397388,84.79586450774106,96.29077574006823,179.42328153044903,77.35425045413618,173.849758356592,175.47749805745187,116.56984404950401
168.48468944013734,87.13866794018442,96.67876927201957,179.02596029691335,74.71516570601916,172.76435174693046,174.46926453008726,108.7932474423238
170.03005560032437,93.47523731317688,90.79932427082633,177.80736013430067,76.49685944523549,170.61702678984193,176.30929131477654,108.72779215673614
172.30767024301522,101.40220632426966,80.5049243611054,171.57183435853986,73.66583447448076,169.669091309829,179.90295496025558,105.74363769971953
173.76802586423938,100.82303141439014,78.35970260184804,12.872529744938843,74.5675447291862,170.72528456169775,179.62764151966752,108.60939105490701
171.91404598994993,98.55687226866104,79.9531158227253,7.146722334653476,77.81841962217446,170.1859007538393,179.41209311955694,112.45173667460361
172.7380196421801,98.06907653910919,75.85500581168125,117.69776411246258,80.02921737043464,174.6639973827593,178.93851960466802,118.91088083589963
173.3764333217195,98.91591199362514,69.0710139938426,148.45043618633088,78.86328101404774,177.60193333155038,174.81939543884525,115.29861777781542
179.4474061919173,92.90423771690982,67.85722372707717,160.53532184289048,97.37764313158465,178.87495859999666,171.56854775327946,109.85549268297507
174.69846454953773,92.36433976388734,76.11155805228292,170.45977315551596,79.44391725456276,179.13310978371828,177.95647003165615,108.64887166216477
168.35964616811657,87.75282973123105,82.4420727223003,177.90108668050883,76.87502514683689,178.2121241486623,177.11313925925856,101.91838132249046
170.94622456184237,85.79603315956705,88.69913117687997,178.12903676357536,74.79547199448093,179.10634516196814,174.65740582342045,107.06595114820689
70.40571223569984,87.03173376874595,88.20123201522557,179.08353306023167,81.0690938698558,179.37468290604548,175.32080201590273,117.16887314121018
166.3458802744572,85.60926462017025,90.49052268536803,178.3971854646716,72.32264617107653,177.68908822675849,176.81499773962585,111.3597937674628
163.05422967799493,86.17553613816996,97.2105349440904,177.58467400173953,74.1780183144571,172.59786756613232,175.74970861125152,109.95815000798225
164.26207550219056,89.53268819124129,98.0035424253141,178.06594533648789,71.79130638837083,169.03348378182534,174.55063142658398,104.87455930341335
170.42602147247655,94.39788828477064,89.61472103602136,171.8850350127459,67.30231163387259,169.40013001519668,178.0829541710574,101.02606297893641
173.79579107030978,95.89405634832886,84.26588154632518,157.4204944512541,72.08010056578458,169.35977797611335,177.99199203795192,103.02757014769549
176.5641562735222,103.29089974389625,76.9378182690933,7.653605275743214,78.89963773432864,170.1871709965254,179.80029251315494,109.87844217254391
174.16501353306973,97.79170037849302,79.92280543903541,13.967904351677943,68.75181188871412,171.07892643685705,178.3539017350704,100.79929119419711
170.5943436601079,96.77474711520257,79.95078806357607,66.52032104353046,73.68759267225902,172.66160974601885,179.2449926206803,114.78570227025102
171.2051614327592,99.77178258261924,67.73166666729438,142.31124654040585,75.44764095886353,174.6954853502852,172.07029866437023,114.22669963085895
178.16308408095895,95.59503089688867,62.00038819345205,152.17832940933855,67.92290528173261,179.1722194057033,166.96475120956774,105.09606681071355
175.32402661995388,92.76681289176919,69.83068172486782,169.08469211975952,70.70237892364925,179.91212489179176,172.98791234479202,103.57112456209637
156.92765600583496,91.78810778846783,75.38052605261211,175.79172418506874,66.41693584763327,179.9611095863244,177.439852257694,94.23493601461651
155.9252829558444,88.58309879554642,81.9236277408013,179.5143486656,70.28330267640222,178.49867980192136,178.20867858098217,96.17736250926441
50.390806440670474,92.41856091736724,82.87144961551982,179.47406166644728,66.82925041486764,178.55489646247446,176.4029860368154,96.40586201720185
154.17162412336083,85.40596444037506,92.850459370247,178.86945242554927,69.52202555368615,175.08301520013748,177.2925467063723,105.2245194716414
159.49020499855027,87.11333191650168,96.06308787238146,177.1986625957758,67.23039751403529,171.8976386350578,176.85823470053478,101.30808180018266
168.81111726394653,86.91458524882378,100.49588352819336,178.68270276530714,70.70678962737767,170.26579083398482,173.97281411694644,104.28018487844858
170.9610187710854,88.70668878971182,98.17367890622916,177.25851314634568,65.11720208488757,170.75249075343737,174.82772487156436,96.9241788486982
172.83954171021045,95.66750192334395,89.42915096699733,164.7647154685346,61.844661175262104,169.54696158700338,177.53838824827102,92.758926829084
173.45572287953163,100.18486289523085,79.74630085872653,124.998548892574,60.612662952815306,170.7430463420534,179.08093891464193,90.95355975625141
170.6781827147095,101.40681441420402,77.96812491607646,92.23480501869388,64.34448081772597,171.80937340598558,179.54998099608284,94.69743623537254
169.65581101526263,103.08962700470556,70.9064090725541,132.55609333872175,67.11950845116495,175.3206087945079,178.92679771943196,99.01345337583632
170.66066310438765,102.60946275894436,61.6110693259455,146.36425143612874,71.05352225731714,176.92642951909176,171.303397351978,102.04553930929211
174.89562034589292,99.0799427651158,50.784450864280934,148.7552310857703,71.55820269943891,179.27733444717805,158.54095243456737,99.42932169317999
173.65706842126932,91.62748595179183,63.742540176042,157.5558966249458,71.31212593281627,179.7178743335609,164.3510975347488,95.3409040290482
167.09085505697453,88.99534871092554,74.33692737447205,168.16354695040278,64.67556696350036,179.06001988289324,171.17751421907838,86.41915185787936
157.24169383187717,87.93812029244465,80.82082682294708,171.65753113546882,53.782133232622925,176.99097768545764,174.7354724155637,72.88196546639473
118.99488805542377,94.05336041209388,80.18291356814466,167.5287833124399,50.43643923634295,174.90687268113183,177.2821730253829,70.47090807162768
113.57542669071995,95.19918383151509,88.00094849659365,166.72653957509988,38.98406169984759,169.01431376866506,179.03918187063587,62.64451179964374
136.37858963783756,97.48214398710728,94.54742899685351,167.7217027105235,89.96449524844694,162.6794289463812,178.37514462286143,56.55384158995713
141.82416400518477,108.9270547144135,94.44538478949909,172.7622468617788,137.33262368856575,155.73690461877754,179.05815451284343,85.37336323368147
148.34657469939035,107.89415522429405,94.74254967490128,172.45165912274138,142.43744319507897,157.92306388220064,178.79978907347075,79.85146942080334
157.23342422508878,100.47863324032568,92.92412073376232,149.96087451687447,101.25654589214977,166.79253947889558,173.09983493597875,21.50440232150992
154.84891070289217,118.74775398652729,72.6148214532424,123.32694476531987,85.09263599146855,169.00184560280871,170.82837818298333,51.064444595739346
154.9486947694978,120.95113873319565,61.31624846270988,108.74949529509615,109.99187052005244,175.34913437821064,166.5549983889849,58.70200187034692
152.03478629170002,109.52209267695923,68.40929945532773,120.49071255391107,144.41543541925157,172.24427864601188,166.9016313174967,67.89251299114468
152.65708564098983,119.74290585416307,62.51764071623238,142.10330977203583,151.18642205298474,174.93824497500788,162.36814020885848,74.87353583725688
156.1798817007725,89.08474460356354,89.99069401263648,151.43537412727716,145.39420108713256,177.1623251872662,167.4824284444436,65.78089285470892
158.67065948150926,84.33949743123245,104.36663220853237,159.50920159477775,153.61625654176675,173.82887417083575,167.19938506620227,72.05506575269459
159.22810803685235,93.8667242838963,95.3121310545586,166.06300227709386,139.1583817854802,172.6053177785298,169.0125727798914,69.05734267733436
147.964232501017,104.51784177876826,74.50287493973514,168.09862836673855,145.22696077699771,179.6443603481034,171.2954674456129,73.32375601222743
