right_knee,right_hip,left_hip,left_knee,right_elbow,right_trunk,left_trunk,right_shoulder
,,,,,,,
157.28344299465454,92.49982740299349,82.10660754972754,175.61412422234199,73.28849083809716,176.18606345970525,177.8490428536028,117.49040073771894
150.65313871622558,95.55592325763999,81.15707127309295,173.92258159773817,65.6156096748367,174.42733428136327,177.80941330478555,118.2208573049054
159.53271532311817,94.4866336763657,84.9470461086244,176.99600115522537,71.97538887074255,175.29295491248803,175.4354293979438,117.85964955387186
163.80197031757487,85.41851012497432,98.85889698668637,178.98656702515856,78.12280693463596,171.93714692613756,174.08194448792904,125.2143694840129
167.4070434802502,88.45042091975816,99.13082213630122,179.29859499631658,86.79634738522448,168.95020523583796,173.90746065051877,123.41921463432286
169.90808058308835,92.03569896575392,97.29570029969722,179.57318388161377,87.79124592860164,167.87424556754556,174.32609148831725,120.55853036345289
168.0164231662137,96.84550006117826,93.5460877580266,179.30766913313798,77.04112033226193,165.24961035409672,176.02322708824647,111.4893520314522
165.74511835920183,98.97265968491644,88.84451642237887,173.18344195967094,65.70746010996449,163.31785033206896,179.87586693766656,107.61504851552476
162.22882388964683,93.06595152632802,93.95665274895185,39.55268566185689,66.07172328399375,161.63190051231317,177.2315080382273,105.84612240509261
163.90425301564846,93.69606846608472,85.91671325767243,170.93789800724693,60.576874391574705,164.68930019133478,173.16979690418827,102.2434036743108
162.69723240876905,96.26790631683784,80.30251469645653,96.9432355322807,67.85484266932536,164.831080354536,171.55218797304633,116.96676564804275
162.55035473816113,106.15734180729572,68.89454456912262,141.33347364828785,75.55690272250717,166.4036945575742,170.97096781372082,119.10260393613436
164.8583858981891,106.22361502638297,64.85376153968465,163.1612777677954,76.72785404529287,169.3964954123014,170.7766352383474,117.4649068580857
167.8469799291831,101.2848355353475,60.3091213469431,159.7394051378336,84.97994306099821,174.58992291846866,166.23795051714177,120.33060545881199
164.76604087912847,97.5946266659745,69.54242812801968,169.4496536988731,87.62175124411067,177.6787660152696,174.28938610925488,118.39492235215022
152.04963624630048,98.90254513517813,72.7371798216046,177.22289169794283,81.72004432741247,178.29296640700946,179.2635879018601,111.42488252353087
149.6873343633426,91.84362809730342,81.06645886428382,179.3550363318072,80.01080128461761,179.4931730247393,177.9867468034924,111.51864353518658
